"rideable_type","member_casual","minutes_by_group","day_of_week","month","hour_of_day"
"classic_bike","member","up to 10 min.","Friday","October",16
"electric_bike","member","10 to 30 min.","Sunday","July",19
"electric_bike","casual","up to 10 min.","Monday","June",18
"classic_bike","member","up to 10 min.","Thursday","July",8
"electric_bike","casual","10 to 30 min.","Wednesday","July",14
"classic_bike","member","up to 10 min.","Monday","December",5
"electric_bike","member","up to 10 min.","Saturday","July",12
"classic_bike","member","10 to 30 min.","Thursday","February",7
"electric_bike","member","up to 10 min.","Wednesday","January",20
"classic_bike","casual","10 to 30 min.","Friday","July",1
"electric_bike","casual","10 to 30 min.","Tuesday","September",16
"electric_bike","member","10 to 30 min.","Monday","September",6
"classic_bike","member","up to 10 min.","Sunday","November",16
"classic_bike","member","up to 10 min.","Tuesday","May",20
"electric_scooter","member","up to 10 min.","Friday","September",8
"electric_bike","casual","10 to 30 min.","Saturday","June",21
"electric_bike","casual","up to 10 min.","Sunday","July",15
"electric_bike","casual","10 to 30 min.","Thursday","December",12
"electric_bike","member","up to 10 min.","Sunday","September",10
"classic_bike","member","10 to 30 min.","Saturday","August",18
"classic_bike","member","10 to 30 min.","Friday","October",7
"electric_bike","member","10 to 30 min.","Wednesday","August",15
"classic_bike","member","up to 10 min.","Tuesday","January",15
"electric_scooter","casual","up to 10 min.","Friday","September",22
"classic_bike","member","10 to 30 min.","Friday","January",14
"classic_bike","member","up to 10 min.","Thursday","April",13
"electric_bike","casual","up to 10 min.","Tuesday","May",6
"electric_bike","member","10 to 30 min.","Wednesday","December",17
"electric_bike","casual","10 to 30 min.","Tuesday","October",16
"classic_bike","casual","over 60 min.","Wednesday","July",21
"electric_bike","casual","up to 10 min.","Wednesday","July",12
"classic_bike","member","up to 10 min.","Wednesday","June",18
"electric_bike","member","10 to 30 min.","Wednesday","March",10
"electric_bike","member","10 to 30 min.","Sunday","June",23
"classic_bike","member","up to 10 min.","Wednesday","June",19
"electric_bike","member","up to 10 min.","Sunday","September",15
"electric_scooter","casual","up to 10 min.","Saturday","September",12
"classic_bike","casual","over 60 min.","Wednesday","October",11
"electric_bike","member","10 to 30 min.","Wednesday","May",14
"electric_bike","member","up to 10 min.","Monday","August",20
"electric_bike","member","10 to 30 min.","Tuesday","October",15
"electric_bike","member","10 to 30 min.","Thursday","August",7
"classic_bike","member","10 to 30 min.","Friday","May",9
"classic_bike","casual","30 to 60 min.","Sunday","July",16
"electric_bike","member","up to 10 min.","Friday","November",13
"electric_bike","member","up to 10 min.","Sunday","October",18
"classic_bike","member","10 to 30 min.","Friday","March",17
"classic_bike","member","up to 10 min.","Monday","August",19
"electric_bike","member","10 to 30 min.","Thursday","August",16
"electric_bike","casual","10 to 30 min.","Sunday","November",18
"electric_bike","member","10 to 30 min.","Tuesday","March",8
"electric_bike","casual","up to 10 min.","Friday","October",17
"classic_bike","member","10 to 30 min.","Sunday","October",14
"classic_bike","casual","10 to 30 min.","Saturday","July",21
"classic_bike","member","10 to 30 min.","Saturday","January",9
"classic_bike","casual","10 to 30 min.","Thursday","August",14
"classic_bike","casual","up to 10 min.","Sunday","November",10
"electric_bike","casual","30 to 60 min.","Thursday","July",0
"electric_bike","member","up to 10 min.","Thursday","August",20
"electric_bike","member","10 to 30 min.","Sunday","February",17
"classic_bike","casual","over 60 min.","Thursday","May",11
"electric_bike","member","up to 10 min.","Tuesday","November",12
"electric_bike","member","up to 10 min.","Monday","November",9
"classic_bike","member","up to 10 min.","Monday","July",5
"electric_bike","member","up to 10 min.","Friday","November",8
"classic_bike","member","up to 10 min.","Tuesday","May",16
"electric_bike","casual","10 to 30 min.","Wednesday","December",15
"classic_bike","casual","10 to 30 min.","Saturday","September",13
"classic_bike","member","up to 10 min.","Monday","August",18
"electric_bike","member","up to 10 min.","Saturday","August",13
"electric_bike","casual","10 to 30 min.","Wednesday","October",12
"classic_bike","casual","10 to 30 min.","Sunday","June",17
"electric_scooter","member","up to 10 min.","Tuesday","September",8
"electric_bike","member","up to 10 min.","Saturday","October",13
"electric_bike","member","up to 10 min.","Wednesday","December",14
"electric_bike","member","up to 10 min.","Saturday","July",19
"electric_bike","member","30 to 60 min.","Saturday","September",10
"electric_bike","member","up to 10 min.","Friday","August",20
"classic_bike","member","10 to 30 min.","Tuesday","February",14
"electric_bike","member","up to 10 min.","Friday","March",19
"electric_bike","member","up to 10 min.","Wednesday","July",4
"classic_bike","member","10 to 30 min.","Friday","May",17
"classic_bike","member","up to 10 min.","Saturday","August",10
"electric_bike","member","up to 10 min.","Saturday","August",10
"classic_bike","member","up to 10 min.","Thursday","February",8
"classic_bike","member","up to 10 min.","Tuesday","June",13
"electric_bike","casual","over 60 min.","Saturday","August",11
"electric_bike","casual","up to 10 min.","Wednesday","June",20
"electric_bike","member","10 to 30 min.","Saturday","August",17
"electric_bike","member","up to 10 min.","Wednesday","October",16
"electric_bike","member","10 to 30 min.","Saturday","September",22
"classic_bike","member","up to 10 min.","Monday","August",10
"electric_bike","member","up to 10 min.","Sunday","June",7
"electric_bike","member","up to 10 min.","Saturday","August",21
"electric_bike","member","10 to 30 min.","Monday","July",8
"electric_bike","member","up to 10 min.","Wednesday","December",16
"classic_bike","member","up to 10 min.","Friday","October",14
"classic_bike","member","30 to 60 min.","Monday","June",20
"electric_bike","member","up to 10 min.","Friday","June",7
"electric_bike","member","up to 10 min.","Wednesday","August",11
"electric_bike","member","up to 10 min.","Sunday","December",21
"classic_bike","member","10 to 30 min.","Sunday","November",17
"classic_bike","member","up to 10 min.","Thursday","April",21
"classic_bike","member","up to 10 min.","Saturday","May",19
"electric_bike","casual","30 to 60 min.","Monday","June",11
"electric_bike","member","up to 10 min.","Monday","February",17
"electric_bike","casual","10 to 30 min.","Sunday","July",23
"electric_bike","member","up to 10 min.","Monday","July",7
"electric_bike","member","up to 10 min.","Friday","October",16
"electric_bike","member","up to 10 min.","Sunday","May",2
"classic_bike","member","10 to 30 min.","Saturday","August",10
"classic_bike","member","up to 10 min.","Tuesday","September",22
"electric_bike","casual","10 to 30 min.","Friday","May",18
"classic_bike","casual","10 to 30 min.","Monday","July",14
"classic_bike","member","10 to 30 min.","Sunday","October",17
"electric_bike","casual","up to 10 min.","Friday","August",19
"classic_bike","member","10 to 30 min.","Wednesday","June",0
"classic_bike","member","10 to 30 min.","Wednesday","October",20
"electric_bike","member","up to 10 min.","Tuesday","November",10
"classic_bike","member","up to 10 min.","Saturday","January",15
"classic_bike","member","up to 10 min.","Friday","April",13
"classic_bike","casual","10 to 30 min.","Thursday","March",13
"electric_bike","member","up to 10 min.","Sunday","March",12
"classic_bike","casual","10 to 30 min.","Saturday","April",0
"electric_bike","member","10 to 30 min.","Monday","March",17
"electric_bike","member","up to 10 min.","Wednesday","August",8
"electric_bike","member","up to 10 min.","Monday","February",18
"electric_bike","casual","up to 10 min.","Wednesday","May",1
"electric_bike","casual","10 to 30 min.","Tuesday","July",7
"classic_bike","casual","up to 10 min.","Friday","December",13
"classic_bike","casual","30 to 60 min.","Friday","October",17
"classic_bike","member","up to 10 min.","Wednesday","November",14
"electric_bike","member","up to 10 min.","Monday","May",20
"electric_bike","casual","10 to 30 min.","Sunday","April",12
"electric_bike","casual","up to 10 min.","Saturday","August",5
"electric_bike","member","10 to 30 min.","Friday","September",19
"classic_bike","member","10 to 30 min.","Wednesday","May",14
"classic_bike","member","up to 10 min.","Saturday","September",0
"classic_bike","member","up to 10 min.","Thursday","August",7
"electric_bike","casual","10 to 30 min.","Tuesday","December",17
"electric_bike","member","up to 10 min.","Tuesday","December",17
"classic_bike","member","up to 10 min.","Tuesday","July",18
"electric_bike","member","up to 10 min.","Saturday","May",9
"electric_bike","casual","up to 10 min.","Friday","November",20
"classic_bike","member","up to 10 min.","Thursday","October",22
"electric_bike","member","10 to 30 min.","Tuesday","October",6
"electric_bike","casual","10 to 30 min.","Friday","June",22
"electric_bike","member","10 to 30 min.","Thursday","July",10
"electric_bike","member","up to 10 min.","Saturday","September",10
"classic_bike","member","up to 10 min.","Tuesday","March",8
"electric_bike","member","up to 10 min.","Thursday","October",8
"classic_bike","casual","10 to 30 min.","Wednesday","July",0
"classic_bike","member","30 to 60 min.","Sunday","July",17
"electric_bike","casual","up to 10 min.","Tuesday","October",16
"electric_bike","casual","up to 10 min.","Monday","November",8
"electric_bike","member","up to 10 min.","Thursday","April",14
"classic_bike","member","up to 10 min.","Tuesday","November",7
"electric_scooter","member","up to 10 min.","Friday","September",14
"electric_bike","member","up to 10 min.","Monday","October",11
"electric_bike","member","up to 10 min.","Saturday","September",14
"electric_bike","member","10 to 30 min.","Sunday","May",21
"classic_bike","casual","10 to 30 min.","Monday","September",16
"electric_bike","casual","up to 10 min.","Sunday","October",4
"electric_bike","casual","10 to 30 min.","Wednesday","April",10
"electric_bike","casual","up to 10 min.","Tuesday","August",17
"classic_bike","member","up to 10 min.","Friday","August",9
"classic_bike","member","up to 10 min.","Thursday","May",22
"electric_bike","casual","up to 10 min.","Tuesday","December",9
"electric_bike","casual","up to 10 min.","Thursday","August",17
"electric_bike","member","up to 10 min.","Sunday","August",18
"classic_bike","member","up to 10 min.","Thursday","March",17
"classic_bike","member","up to 10 min.","Tuesday","March",22
"electric_bike","member","10 to 30 min.","Friday","August",20
"classic_bike","casual","30 to 60 min.","Monday","November",10
"electric_bike","casual","up to 10 min.","Wednesday","October",16
"electric_bike","member","up to 10 min.","Thursday","September",17
"electric_bike","member","up to 10 min.","Sunday","October",15
"electric_bike","casual","up to 10 min.","Saturday","September",16
"electric_bike","casual","10 to 30 min.","Wednesday","April",16
"electric_bike","casual","up to 10 min.","Sunday","March",10
"electric_scooter","casual","up to 10 min.","Monday","September",8
"classic_bike","member","up to 10 min.","Tuesday","June",9
"classic_bike","casual","30 to 60 min.","Thursday","July",9
"electric_bike","member","10 to 30 min.","Saturday","June",18
"classic_bike","member","up to 10 min.","Friday","February",13
"electric_bike","casual","10 to 30 min.","Saturday","August",17
"electric_bike","casual","10 to 30 min.","Saturday","August",9
"classic_bike","member","up to 10 min.","Wednesday","September",14
"electric_bike","casual","over 60 min.","Thursday","October",9
